codigo_sku;nome_produto;marca;tamanho;peso_oz;categoria;alergenos;codigo_barras;data_lancamento
BR-02862;Plexum Rice Cakes;Plexum;75 mL;7.05;Alimentos > Petiscos;trigo,peixe,gergelim,ovos;2477603828078;15/10/2018
BR-02863;Brightway Moisturising Body Wash;Brightway;200 mL;8.82;Cuidados Pessoais > Banho;gergelim,peixe,amendoim,leite;7939969793391;11/04/2020
BR-02864;Serafix Hydrating Face Wash;Serafix;150 mL;17.64;Cuidados Pessoais > Rosto > Limpeza;peixe,gergelim,soja;8689825817387;12/11/2022
BR-02865;Motivo Liquid Laundry Detergent;Motivo;250 mL;3.53;Casa > Lavanderia;soja;5079937873525;12/04/2019
BR-02866;TEST-Alteva Eco Dish Liquid;Alteva;50 mL;10.58;Casa > Limpeza > Louças;amendoim,peixe,leite,castanhas;3342995086728;24/09/2019
BR-02867;Kaleo Foaming Hand Wash;Kaleo;500 mL;2.65;Cuidados Pessoais > Sabonete Líquido;;7677786739719;23/12/2023
BR-02868;Vanta Colour Protect Shampoo;Vanta;250 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;peixe,gergelim;9933053740627;15/11/2020
BR-02869;Glova Volumising Conditioner;Glova;50 mL;5.29;Cuidados Pessoais > Cabelo > Condicionador;trigo;4877365188492;31/03/2019
02870;Purelix Eco Dish Liquid;Purelix;300 mL;2.65;Casa > Limpeza > Louças;trigo;9406357247630;27/11/2021
BR-02871;Cladis Kitchen Cleaner;Cladis;1000 mL;17.64;Casa > Limpeza > Superfícies;leite,glúten;7284385800995;24/09/2023
BR-02872;Solvix Foaming Hand Wash;Solvix;750 mL;3.53;Cuidados Pessoais > Sabonete Líquido;castanhas,leite;5149048735972;15/03/2022
BR-02873;Elaris Night Cream;Elaris;250 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;amendoim,peixe,ovos;0779977222264;13/06/2021
BR-02874;Krisol Antibacterial Hand Wash;Krisol;250 mL;5.29;Cuidados Pessoais > Sabonete Líquido;leite;0270275076974;25/11/2022
BR-02875;Cristalix Oat Protein Bar;Cristalix;500 mL;1.76;Alimentos > Petiscos;ovos,amendoim;5386901681209;02/08/2023
BR-02876;Oralix 24hr Roll-On Deodorant;Oralix;50 mL;10.58;Cuidados Pessoais > Desodorante;glúten,ovos,castanhas,trigo;8593922445568;19/10/2021
BR-02877;Kaleo Leave-In Conditioner;Kaleo;100 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;gergelim,amendoim;4139995176998;26/03/2020
BR-02878;Cristalix Gentle Face Wash;Cristalix;500 mL;2.65;Cuidados Pessoais > Rosto > Limpeza;peixe,castanhas;9070569510631;12/08/2022
BR-02879;Tresol Hydrating Shampoo;Tresol;500 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;leite,glúten;1173069938214;02/02/2021
BR-02880;Novix 48hr Spray Deodorant;Novix;400 mL;17.64;Cuidados Pessoais > Desodorante;glúten,peixe,trigo,amendoim;9302840521853;13/07/2018
BR-02881;Oralix Sensitive Deodorant;Oralix;500 mL;5.29;Cuidados Pessoais > Desodorante;;9126048589657;15/12/2020
BR-02882;Purevex Eco Dish Liquid;Purevex;500 mL;7.05;Casa > Limpeza > Louças;leite,soja;8654719270548;22/09/2023
BR-02883;Alteva Bathroom Cleaner;Alteva;400 mL;1.76;Casa > Limpeza > Superfícies;peixe,glúten;2300560944614;17/01/2022
BR-02884;Tresol Moisturising Body Wash;Tresol;1000 mL;5.29;Cuidados Pessoais > Banho;leite,peixe;6566050590853;07/03/2022
BR-02885;Sovara Rice Cakes;Sovara;250 mL;14.11;Alimentos > Petiscos;glúten,soja,crustáceos,amendoim;3919474372995;20/06/2018
BR-02886;Toreva Mixed Nuts Blend;Toreva;100 mL;2.65;Alimentos > Petiscos;peixe,leite,ovos,gergelim;2764714243211;17/02/2019
BR-02887;Oralix Colour Protect Shampoo;Oralix;100 mL;10.58;Cuidados Pessoais > Cabelo > Shampoo;trigo,soja,crustáceos;7381330983144;24/02/2022
BR-02888;Solaris Leave-In Conditioner;Solaris;500 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;amendoim;6332874256561;28/05/2022
BR-02889;Vanta Aloe Hand Wash;Vanta;1000 mL;8.82;Cuidados Pessoais > Sabonete Líquido;leite,glúten,gergelim,castanhas;5895381575019;10/07/2021
BR-02890;Solvix Night Cream;Solvix;500 mL;8.82;Cuidados Pessoais > Rosto > Hidratação;gergelim,ovos,leite;7794914881512;23/04/2021
BR-02891;Purelix Intensive Moisturiser;Purelix;75 mL;8.82;Cuidados Pessoais > Rosto > Hidratação;ovos,crustáceos;1006562666882;22/01/2022
BR-02892;Polvera SPF Moisturiser;Polvera;250 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;soja,crustáceos,gergelim;6659959902343;27/02/2021
BR-02893;Luxara Leave-In Conditioner;Luxara;75 mL;10.58;Cuidados Pessoais > Cabelo > Condicionador;trigo;6648491861461;19/10/2019
BR-02894;TEST-Plexum Stain Remover;Plexum;300 mL;5.29;Casa > Lavanderia;gergelim,leite;5331513135619;24/03/2019
BR-02895;DUMMY-Nexpur Multi-Surface Spray;Nexpur;400 mL;17.64;Casa > Limpeza > Superfícies;crustáceos,soja;4479372239176;07/04/2022
BR-02896;Nuarix Colour Protect Shampoo;Nuarix;300 mL;17.64;Cuidados Pessoais > Cabelo > Shampoo;trigo;5885843135745;03/03/2018
BR-02897;Frostine Laundry Capsules;Frostine;400 mL;7.05;Casa > Lavanderia;;7397296175653;05/12/2022
BR-02898;Clarity Disinfectant Spray;Clarity;50 mL;10.58;Casa > Limpeza > Superfícies;;8344251180954;03/12/2020
BR-02899;Purevex Sport Deodorant;Purevex;750 mL;3.53;Cuidados Pessoais > Desodorante;ovos,castanhas;2863484016176;16/07/2018
BR-02900;Verdant Hot Chilli Sauce;Verdant;750 mL;2.65;Alimentos > Condimentos;amendoim,castanhas;3375201569142;19/11/2022
BR-02901;Motivo Tomato Ketchup;Motivo;1000 mL;7.05;Alimentos > Condimentos;;5733768409130;30/12/2020
BR-02902;Primus Repair Shampoo;Primus;75 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;peixe,crustáceos,trigo;5714514951493;11/01/2022
BR-02903;Arovia Whitening Deodorant;Arovia;150 mL;17.64;Cuidados Pessoais > Desodorante;soja,peixe,leite;7296618084386;26/10/2023
BR-02904;Novix Repair Shampoo;Novix;200 mL;17.64;Cuidados Pessoais > Cabelo > Shampoo;crustáceos;2309907046448;26/10/2021
BR-02905;Luminos Refreshing Shower Gel;Luminos;1000 mL;1.76;Cuidados Pessoais > Banho;leite,amendoim,castanhas;1990818733001;28/12/2019
BR-02906;Cristalix Glass Cleaner;Cristalix;100 mL;14.11;Casa > Limpeza > Superfícies;trigo;3736950432604;21/09/2021
BR-02907;Verdant Dish Liquid;Verdant;400 mL;5.29;Casa > Limpeza > Louças;soja,castanhas;2265493053973;17/02/2020
BR-02908;Solven SPF Moisturiser;Solven;150 mL;8.82;Cuidados Pessoais > Rosto > Hidratação;glúten,peixe,amendoim,ovos;6060098972744;15/02/2018
BR-02909;DUMMY-Helix Granola Bar;Helix;200 mL;5.29;Alimentos > Petiscos;;6411991365643;22/07/2018
BR-02910;Nuarix Mayonnaise;Nuarix;250 mL;7.05;Alimentos > Condimentos;peixe;0062892238435;14/01/2022
BR-02911;Lumeva Disinfectant Spray;Lumeva;150 mL;17.64;Casa > Limpeza > Superfícies;castanhas,amendoim,glúten,gergelim;9225174752949;29/12/2022
BR-02912;Cladis Bathroom Cleaner;Cladis;250 mL;8.82;Casa > Limpeza > Superfícies;;2889563836763;01/10/2022
BR-02913;Oralix Sensitive Deodorant;Oralix;150 mL;2.65;Cuidados Pessoais > Desodorante;;1221338753423;29/10/2018
BR-02914;Tolvex SPF Moisturiser;Tolvex;500 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;amendoim,castanhas;7498839683823;22/01/2022
BR-02915;Elaris Repair Conditioner;Elaris;150 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;soja,castanhas,glúten,peixe;5215173466064;22/12/2023
BR-02916;Teraxis Oat Protein Bar;Teraxis;750 mL;3.53;Alimentos > Petiscos;crustáceos,ovos;5756108010308;27/10/2019
BR-02917;Hevara Deep Conditioner;Hevara;100 mL;5.29;Cuidados Pessoais > Cabelo > Condicionador;castanhas,glúten,ovos,crustáceos;1698323285410;08/12/2020
BR-02918;Purelix Leave-In Conditioner;Purelix;150 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;trigo,ovos,amendoim;4537150451964;24/06/2023
BR-02919;Solaris Laundry Capsules;Solaris;500 mL;17.64;Casa > Lavanderia;;1159132684233;18/12/2019
BR-02920;Serafix Rice Cakes;Serafix;250 mL;8.82;Alimentos > Petiscos;peixe,leite;3369310571974;10/10/2020
BR-02921;Hevara Leave-In Conditioner;Hevara;500 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;amendoim,castanhas;5278762602359;26/10/2022
BR-02922;Solvix Daily Moisturiser;Solvix;750 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;;9998689195074;24/11/2022
BR-02923;Cladis Disinfectant Spray;Cladis;750 mL;5.29;Casa > Limpeza > Superfícies;ovos,glúten,amendoim,crustáceos;7461231900249;08/01/2019
BR-02924;Glova Sport Deodorant;Glova;400 mL;8.82;Cuidados Pessoais > Desodorante;peixe,soja,crustáceos,ovos;5332702899664;15/11/2022
BR-02925;Novix Laundry Capsules;Novix;250 mL;17.64;Casa > Lavanderia;soja,ovos;1621065149474;26/04/2020
BR-02926;Glicen Heavy Duty Dish Soap;Glicen;250 mL;7.05;Casa > Limpeza > Louças;ovos;0557710302752;25/08/2022
BR-02927;Teraxis Sensitive Skin Body Wash;Teraxis;500 mL;8.82;Cuidados Pessoais > Banho;peixe,crustáceos,soja,trigo;8434231494529;20/02/2019
BR-02928;Hevara Repair Conditioner;Hevara;500 mL;10.58;Cuidados Pessoais > Cabelo > Condicionador;;6209818040992;18/04/2019
BR-02929;Frostine 24hr Roll-On Deodorant;Frostine;75 mL;7.05;Cuidados Pessoais > Desodorante;glúten,soja,peixe,castanhas;5085013474296;03/07/2022
BR-02930;Verdant Exfoliating Face Scrub;Verdant;75 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;peixe;4725439245391;18/06/2022
BR-02931;Tresol Nourishing Body Cleanser;Tresol;200 mL;1.76;Cuidados Pessoais > Banho;ovos,crustáceos,amendoim,castanhas;4253968527683;26/12/2019
BR-02932;Solven Sensitive Skin Body Wash;Solven;500 mL;17.64;Cuidados Pessoais > Banho;;2246614280973;07/01/2018
BR-02933;Aevum Deep Conditioner;Aevum;400 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;peixe,soja,castanhas,glúten;1591175331703;09/07/2019
BR-02934;Aurova Mustard Sauce;Aurova;150 mL;14.11;Alimentos > Condimentos;crustáceos,leite,peixe,gergelim;4377587253713;10/07/2023
BR-02935;Solvix Deep Conditioner;Solvix;75 mL;8.82;Cuidados Pessoais > Cabelo > Condicionador;soja;3003256964741;03/10/2018
BR-02936;Purevex Oil Control Face Wash;Purevex;75 mL;8.82;Cuidados Pessoais > Rosto > Limpeza;;9683948422663;19/03/2020
02937;Frostine Anti-Dandruff Shampoo;Frostine;150 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;glúten,leite,soja,castanhas;4913156536674;27/12/2018
BR-02938;Frostine Exfoliating Face Scrub;Frostine;300 mL;5.29;Cuidados Pessoais > Rosto > Limpeza;ovos,amendoim;5228232534857;05/02/2020
BR-02939;Orinum Oat Protein Bar;Orinum;750 mL;5.29;Alimentos > Petiscos;glúten,peixe;5775833521972;01/01/2018
BR-02940;Elaris Hot Chilli Sauce;Elaris;50 mL;10.58;Alimentos > Condimentos;ovos,trigo;3154024478301;28/01/2023
BR-02941;Solven 24hr Roll-On Deodorant;Solven;300 mL;5.29;Cuidados Pessoais > Desodorante;crustáceos;0349141052692;14/06/2022
BR-02942;Frostine Exfoliating Face Scrub;Frostine;100 mL;14.11;Cuidados Pessoais > Rosto > Limpeza;ovos;2645436768797;11/11/2022
BR-02943;Motivo Bathroom Cleaner;Motivo;400 mL;3.53;Casa > Limpeza > Superfícies;glúten,gergelim,peixe;3013332798825;23/01/2019
BR-02944;Nexpur Multi-Surface Spray;Nexpur;1000 mL;10.58;Casa > Limpeza > Superfícies;ovos,peixe,glúten;4949185147567;20/05/2019
BR-02945;Aurova Antibacterial Hand Wash;Aurova;500 mL;7.05;Cuidados Pessoais > Sabonete Líquido;castanhas,trigo,peixe,leite;6822879561413;14/02/2018
02946;Motivo Heavy Duty Dish Soap;Motivo;75 mL;8.82;Casa > Limpeza > Louças;trigo,soja,glúten,castanhas;5789088506905;23/02/2020
BR-02947;Elaris Refreshing Shower Gel;Elaris;400 mL;2.65;Cuidados Pessoais > Banho;;2027302385954;03/02/2019
BR-02948;Frosten Mixed Nuts Blend;Frosten;1000 mL;3.53;Alimentos > Petiscos;;7223033582333;11/01/2022
BR-02949;Nuarix Hydrating Shampoo;Nuarix;75 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;glúten,crustáceos,gergelim,peixe;3879278767826;04/10/2020
BR-02950;Teraxis Antibacterial Hand Wash;Teraxis;500 mL;7.05;Cuidados Pessoais > Sabonete Líquido;trigo;9665144486571;14/01/2021
BR-02951;Cladis Gentle Face Wash;Cladis;100 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;gergelim,ovos,amendoim;8499198720296;07/10/2023
BR-02952;Aurova Hydrating Shampoo;Aurova;50 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;amendoim,soja,gergelim,glúten;1419811796337;28/03/2018
BR-02953;Zephyr Mustard Sauce;Zephyr;400 mL;7.05;Alimentos > Condimentos;castanhas,leite,amendoim,trigo;3271929802847;16/12/2020
BR-02954;TEST-Helix Repair Shampoo;Helix;1000 mL;10.58;Cuidados Pessoais > Cabelo > Shampoo;soja,peixe,trigo,crustáceos;0885163238138;01/07/2023
BR-02955;Velaris Nourishing Body Cleanser;Velaris;1000 mL;7.05;Cuidados Pessoais > Banho;;0376226594150;11/06/2019
BR-02956;Aurova Whitening Deodorant;Aurova;500 mL;8.82;Cuidados Pessoais > Desodorante;;6357811644669;12/08/2023
BR-02957;Solven Intensive Moisturiser;Solven;150 mL;3.53;Cuidados Pessoais > Rosto > Hidratação;leite,ovos,glúten,gergelim;9158511858113;06/08/2018
BR-02958;Motivo Anti-Dandruff Shampoo;Motivo;50 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;castanhas;3596828901409;11/04/2019
BR-02959;Qualis Leave-In Conditioner;Qualis;300 mL;5.29;Cuidados Pessoais > Cabelo > Condicionador;;6766027168928;13/03/2023
BR-02960;Luxara Stain Remover;Luxara;200 mL;14.11;Casa > Lavanderia;crustáceos,ovos,gergelim,peixe;9383477051043;27/04/2023
BR-02961;Teraxis Gentle Face Wash;Teraxis;500 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;gergelim;2131148241432;27/03/2018
BR-02962;Frostine SPF Moisturiser;Frostine;300 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;glúten,amendoim,trigo,peixe;5963490019769;25/11/2023
BR-02963;Plexum Oat Protein Bar;Plexum;150 mL;7.05;Alimentos > Petiscos;leite,glúten;4195113030764;18/05/2022
BR-02964;Zephyr Repair Shampoo;Zephyr;300 mL;2.65;Cuidados Pessoais > Cabelo > Shampoo;peixe,gergelim,amendoim;6482098728488;18/10/2018
BR-02965;Novix Liquid Laundry Detergent;Novix;300 mL;10.58;Casa > Lavanderia;trigo,soja,amendoim,glúten;4055724772135;07/08/2022
BR-02966;Brightway Exfoliating Face Scrub;Brightway;50 mL;2.65;Cuidados Pessoais > Rosto > Limpeza;leite,amendoim,gergelim;1723190170665;29/11/2023
BR-02967;Orinum Moisturising Hand Wash;Orinum;100 mL;2.65;Cuidados Pessoais > Sabonete Líquido;castanhas,gergelim,soja,peixe;5840470571267;25/07/2021
BR-02968;Motivo Fragrance-Free Hand Wash;Motivo;200 mL;2.65;Cuidados Pessoais > Sabonete Líquido;castanhas,peixe,gergelim;6715711120704;05/03/2019
02969;Nuarix Liquid Laundry Detergent;Nuarix;250 mL;17.64;Casa > Lavanderia;soja,castanhas,peixe,glúten;9262552576155;26/04/2018
BR-02970;Serafix Mixed Nuts Blend;Serafix;250 mL;17.64;Alimentos > Petiscos;gergelim,leite;8618683043423;22/10/2019
BR-02971;Polvera Eco Dish Liquid;Polvera;400 mL;17.64;Casa > Limpeza > Louças;soja,trigo;1013398930902;23/02/2021
BR-02972;Cristalix Moisturising Body Wash;Cristalix;400 mL;10.58;Cuidados Pessoais > Banho;gergelim,amendoim;9014056502570;24/06/2023
BR-02973;Vanta Sensitive Skin Body Wash;Vanta;750 mL;8.82;Cuidados Pessoais > Banho;leite,trigo,crustáceos,castanhas;9904636919914;16/10/2023
BR-02974;Purelix Hydrating Face Wash;Purelix;200 mL;17.64;Cuidados Pessoais > Rosto > Limpeza;soja,peixe,trigo,glúten;9616367717751;29/01/2020
BR-02975;Hevara Heavy Duty Dish Soap;Hevara;1000 mL;7.05;Casa > Limpeza > Louças;peixe;9154897881417;21/07/2019
BR-02976;Nexpur SPF Moisturiser;Nexpur;400 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;;5087550562443;29/12/2023
BR-02977;Tolvex Colour Protect Shampoo;Tolvex;500 mL;17.64;Cuidados Pessoais > Cabelo > Shampoo;crustáceos,gergelim,castanhas;0139193870746;27/11/2018
BR-02978;Luminos Night Cream;Luminos;75 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;glúten,gergelim;4382814046242;29/04/2023
BR-02979;Solvix Laundry Capsules;Solvix;150 mL;8.82;Casa > Lavanderia;trigo,soja,peixe;2733089034540;23/06/2021
BR-02980;Elaris Aloe Hand Wash;Elaris;150 mL;3.53;Cuidados Pessoais > Sabonete Líquido;;0954968617735;23/08/2018
BR-02981;Zephyr Disinfectant Spray;Zephyr;750 mL;2.65;Casa > Limpeza > Superfícies;glúten,gergelim,amendoim,soja;7617099511039;09/12/2021
BR-02982;Toreva Moisturising Hand Wash;Toreva;400 mL;10.58;Cuidados Pessoais > Sabonete Líquido;ovos;0902805795504;09/04/2018
BR-02983;Frostine Nourishing Body Cleanser;Frostine;200 mL;2.65;Cuidados Pessoais > Banho;peixe,glúten;3057275622021;11/04/2019
BR-02984;Novix Bathroom Cleaner;Novix;750 mL;3.53;Casa > Limpeza > Superfícies;soja,leite,castanhas,ovos;7013760720326;17/02/2021
BR-02985;Serafix Stain Remover;Serafix;100 mL;5.29;Casa > Lavanderia;crustáceos,castanhas,peixe;7794668532418;17/04/2021
BR-02986;Brightway Fabric Softener;Brightway;300 mL;17.64;Casa > Lavanderia;;7574658578561;10/05/2021
BR-02987;Arovia 24hr Roll-On Deodorant;Arovia;750 mL;3.53;Cuidados Pessoais > Desodorante;trigo,crustáceos;9346829851654;15/08/2019
BR-02988;Solaris Smooth & Shine Conditioner;Solaris;150 mL;8.82;Cuidados Pessoais > Cabelo > Condicionador;;1877863414485;14/05/2023
BR-02989;Orinum Hot Chilli Sauce;Orinum;200 mL;14.11;Alimentos > Condimentos;soja,crustáceos,ovos;0318872779604;06/08/2022
BR-02990;Primus Vinegar Dressing;Primus;500 mL;10.58;Alimentos > Condimentos;amendoim,trigo,leite;5057846221637;08/12/2020
BR-02991;Helix Fragrance-Free Hand Wash;Helix;500 mL;10.58;Cuidados Pessoais > Sabonete Líquido;ovos,castanhas;3121413829877;12/07/2018
BR-02992;Polvera Laundry Capsules;Polvera;500 mL;10.58;Casa > Lavanderia;ovos,amendoim;6601705939677;01/06/2018
BR-02993;Vivara Anti-Dandruff Shampoo;Vivara;100 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;amendoim,ovos,trigo;4655295787356;15/04/2019
BR-02994;Cristalix Aloe Hand Wash;Cristalix;100 mL;1.76;Cuidados Pessoais > Sabonete Líquido;trigo;7113180021499;27/10/2023
BR-02995;Glicen Moisturising Body Wash;Glicen;500 mL;7.05;Cuidados Pessoais > Banho;castanhas,glúten,gergelim;7734328239134;06/06/2019
BR-02996;DUMMY-Luxara Tomato Ketchup;Luxara;1000 mL;5.29;Alimentos > Condimentos;peixe,amendoim,soja;5980846987329;31/01/2023
BR-02997;Nuvelo Whitening Deodorant;Nuvelo;250 mL;10.58;Cuidados Pessoais > Desodorante;crustáceos;1370244698455;30/04/2018
BR-02998;Motivo Dish Liquid;Motivo;300 mL;1.76;Casa > Limpeza > Louças;amendoim,crustáceos,soja,leite;6264658899872;28/12/2019
BR-02999;Krisol SPF Moisturiser;Krisol;200 mL;10.58;Cuidados Pessoais > Rosto > Hidratação;ovos;2842092749393;01/07/2018
BR-03000;Helix Eco Dish Liquid;Helix;1000 mL;2.65;Casa > Limpeza > Louças;trigo;0215128513688;16/02/2021
BR-03001;Elaris Nourishing Body Cleanser;Elaris;75 mL;10.58;Cuidados Pessoais > Banho;trigo,soja;7008777519001;22/04/2020
BR-03002;Glicen Leave-In Conditioner;Glicen;300 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;soja,amendoim,crustáceos;8432674846431;14/11/2018
BR-03003;Tresol Refreshing Shower Gel;Tresol;150 mL;5.29;Cuidados Pessoais > Banho;castanhas,amendoim,soja,crustáceos;6730585821960;11/02/2021
BR-03004;Lumeva Whitening Deodorant;Lumeva;300 mL;17.64;Cuidados Pessoais > Desodorante;trigo;4312125588988;11/03/2020
BR-03005;Nexpur Oat Protein Bar;Nexpur;150 mL;1.76;Alimentos > Petiscos;gergelim,ovos,amendoim;1257067077929;14/05/2021
BR-03006;Frostine SPF Moisturiser;Frostine;400 mL;8.82;Cuidados Pessoais > Rosto > Hidratação;crustáceos,ovos,gergelim,glúten;1568731024263;26/04/2021
BR-03007;Glicen Whitening Deodorant;Glicen;300 mL;5.29;Cuidados Pessoais > Desodorante;amendoim,peixe,glúten,trigo;8310903585873;08/07/2019
BR-03008;Solvix Moisturising Hand Wash;Solvix;100 mL;14.11;Cuidados Pessoais > Sabonete Líquido;leite,trigo;7192642102389;03/12/2022
BR-03009;Luxara Smooth & Shine Conditioner;Luxara;50 mL;14.11;Cuidados Pessoais > Cabelo > Condicionador;peixe;6497069599011;16/07/2022
BR-03010;Plexum Mustard Sauce;Plexum;1000 mL;5.29;Alimentos > Condimentos;castanhas;3950211187007;17/01/2018
BR-03011;Tresol Sensitive Skin Body Wash;Tresol;100 mL;3.53;Cuidados Pessoais > Banho;castanhas;5322089395606;08/12/2023
BR-03012;Luminos Eco Dish Liquid;Luminos;200 mL;10.58;Casa > Limpeza > Louças;ovos,crustáceos,glúten;0147824759919;14/05/2019
BR-03013;Clarity Kitchen Cleaner;Clarity;50 mL;10.58;Casa > Limpeza > Superfícies;castanhas,leite,peixe;8885760273169;23/03/2018
BR-03014;Oralix Brightening Face Wash;Oralix;100 mL;7.05;Cuidados Pessoais > Rosto > Limpeza;leite,peixe;3270524169454;02/11/2022
BR-03015;Novix Intensive Moisturiser;Novix;300 mL;10.58;Cuidados Pessoais > Rosto > Hidratação;peixe,amendoim,glúten;9142840000138;22/12/2022
BR-03016;Orinum Night Cream;Orinum;500 mL;7.05;Cuidados Pessoais > Rosto > Hidratação;ovos,leite,crustáceos;3823225833768;05/11/2019
BR-03017;Aurova Mayonnaise;Aurova;150 mL;7.05;Alimentos > Condimentos;leite,ovos;5417765786615;23/06/2018
BR-03018;Vanta Salted Crackers;Vanta;50 mL;8.82;Alimentos > Petiscos;ovos,glúten,peixe,gergelim;4793933489146;18/08/2018
BR-03019;Frosten Volumising Conditioner;Frosten;1000 mL;10.58;Cuidados Pessoais > Cabelo > Condicionador;ovos;5558008757570;07/09/2021
BR-03020;Glova Volumising Shampoo;Glova;500 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;trigo,soja,crustáceos,leite;8444685013818;28/09/2020
BR-03021;Hevara Fabric Softener;Hevara;1000 mL;7.05;Casa > Lavanderia;;8429326457015;09/04/2023
BR-03022;Plexum Kitchen Cleaner;Plexum;400 mL;1.76;Casa > Limpeza > Superfícies;;0653605497128;22/04/2023
BR-03023;Helix Dishwasher Tablets;Helix;1000 mL;1.76;Casa > Limpeza > Louças;trigo,peixe,glúten,castanhas;7756999060411;02/09/2023
BR-03024;Motivo Aloe Hand Wash;Motivo;50 mL;8.82;Cuidados Pessoais > Sabonete Líquido;peixe,ovos,gergelim;8289210758648;17/06/2020
BR-03025;Cristalix Whitening Deodorant;Cristalix;50 mL;14.11;Cuidados Pessoais > Desodorante;soja,glúten;6314928969184;14/07/2022
BR-03026;Toreva Repair Shampoo;Toreva;1000 mL;10.58;Cuidados Pessoais > Cabelo > Shampoo;peixe,soja,amendoim,trigo;4964220699252;06/11/2021
BR-03027;Oralix Laundry Powder;Oralix;50 mL;5.29;Casa > Lavanderia;gergelim,leite;8756344910889;26/11/2021
BR-03028;Luxara Brightening Face Wash;Luxara;500 mL;5.29;Cuidados Pessoais > Rosto > Limpeza;;9272778340799;09/02/2020
BR-03029;Helix Smooth & Shine Conditioner;Helix;500 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;crustáceos,ovos,glúten;7110340207366;28/09/2018
BR-03030;Toreva Bathroom Cleaner;Toreva;400 mL;7.05;Casa > Limpeza > Superfícies;;7918480000010;21/07/2020
BR-03031;Solvix Gentle Face Wash;Solvix;1000 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;;4890401139210;26/12/2021
BR-03032;Glicen Vinegar Dressing;Glicen;75 mL;3.53;Alimentos > Condimentos;crustáceos,trigo,amendoim;4376456184684;09/02/2019
BR-03033;Tolvex Whitening Deodorant;Tolvex;150 mL;5.29;Cuidados Pessoais > Desodorante;castanhas,crustáceos,amendoim;7091487192909;24/09/2023
BR-03034;Alteva Oil Control Face Wash;Alteva;100 mL;10.58;Cuidados Pessoais > Rosto > Limpeza;peixe,ovos;9789681266691;30/04/2019
BR-03035;Clarity Aloe Hand Wash;Clarity;100 mL;14.11;Cuidados Pessoais > Sabonete Líquido;leite,gergelim,peixe;6574865977592;16/03/2023
BR-03036;XXX-Velaris Glass Cleaner;Velaris;150 mL;17.64;Casa > Limpeza > Superfícies;;0750682337337;05/09/2020
BR-03037;Arovia Intensive Moisturiser;Arovia;200 mL;2.65;Cuidados Pessoais > Rosto > Hidratação;peixe;7886570738542;08/07/2022
BR-03038;XXX-Brightway Nourishing Body Cleanser;Brightway;75 mL;14.11;Cuidados Pessoais > Banho;trigo;1330587892880;03/03/2018
BR-03039;Frosten Leave-In Conditioner;Frosten;1000 mL;8.82;Cuidados Pessoais > Cabelo > Condicionador;crustáceos,peixe;9308883707995;08/10/2018
BR-03040;Glicen Oat Protein Bar;Glicen;50 mL;10.58;Alimentos > Petiscos;soja;1543449197478;13/01/2018
BR-03041;DUMMY-Elaris Vinegar Dressing;Elaris;500 mL;10.58;Alimentos > Condimentos;ovos,glúten,crustáceos;2498596343652;12/07/2018
BR-03042;Solven Rinse Aid;Solven;300 mL;3.53;Casa > Limpeza > Louças;crustáceos,trigo,amendoim;0896287013211;05/03/2022
BR-03043;Orinum Foaming Hand Wash;Orinum;50 mL;2.65;Cuidados Pessoais > Sabonete Líquido;ovos,gergelim,crustáceos,leite;7104599920718;14/10/2023
BR-03044;Polvera Eco Dish Liquid;Polvera;50 mL;3.53;Casa > Limpeza > Louças;ovos;3189605034614;04/01/2019
BR-03045;Elaris Kitchen Cleaner;Elaris;75 mL;14.11;Casa > Limpeza > Superfícies;ovos,amendoim;6554512335593;04/11/2018
BR-03046;Tolvex Fragrance-Free Hand Wash;Tolvex;750 mL;2.65;Cuidados Pessoais > Sabonete Líquido;peixe,glúten;3036338648659;20/03/2018
