sku_id,product_name,brand,size_ml,weight_g,category,allergens,barcode,launch_date
UK-02070,Luxara Granola Bar,Luxara,300,400,Food & Beverage > Snacks,"peanuts,sesame,shellfish,gluten",8963196305279,2018-07-28
UK-02071,Motivo Night Cream,Motivo,750,100,Personal Care > Moisturiser,tree nuts,9164230127461,2018-02-10
UK-02072,Motivo Repair Shampoo,Motivo,150,75,Personal Care > Shampoo,"eggs,sesame,fish,gluten",7085536062237,2018-02-19
UK-02073,Zenpur Moisturising Hand Wash,Zenpur,300,400,Personal Care > Hand Wash,tree nuts,7756942984108,2021-05-05
UK-02074,Aurova Moisturising Body Wash,Aurova,100,400,Personal Care > Body Wash,milk,3248274635239,2021-10-30
UK-02075,Glova Antibacterial Hand Wash,Glova,500,500,Personal Care > Hand Wash,milk,3806958621857,2020-03-29
UK-02076,Hevara Tomato Ketchup,Hevara,75,75,Food & Beverage > Condiments,sesame,1779036666366,2021-05-29
UK-02077,Primus Kitchen Cleaner,Primus,75,150,Household > Surface Cleaner,fish,5984503379021,2021-02-13
UK-02078,Solaris Refreshing Shower Gel,Solaris,250,150,Personal Care > Body Wash,"soy,eggs",3245275671952,2018-07-14
UK-02079,Oralix Mixed Nuts Blend,Oralix,250,300,Food & Beverage > Snacks,"shellfish,sesame,milk,soy",1265249489187,2021-12-27
UK-02080,Primus Smooth & Shine Conditioner,Primus,150,500,Personal Care > Conditioner,"wheat,milk,eggs,gluten",1497776491368,2018-12-14
UK-02081,Orinum Fragrance-Free Hand Wash,Orinum,300,250,Personal Care > Hand Wash,sesame,2261954902941,2020-12-15
UK-02082,Serafix Rinse Aid,Serafix,1000,200,Household > Dishwash,"shellfish,gluten",6613886550091,2019-01-06
UK-02083,Aevum Granola Bar,Aevum,250,300,Food & Beverage > Snacks,"sesame,soy,wheat",3959360194126,2023-02-26
UK-02084,Motivo Deep Clean Body Wash,Motivo,75,500,Personal Care > Body Wash,"soy,fish",0878072020338,2019-02-15
UK-02085,Zephyr Volumising Shampoo,Zephyr,750,300,Personal Care > Shampoo,"shellfish,fish,soy",7203734483658,2022-09-19
UK-02086,Cryston Multi-Surface Spray,Cryston,1000,75,Household > Surface Cleaner,"milk,tree nuts,fish,sesame",5743967705469,2023-01-20
UK-02087,Cristalix Hydrating Face Wash,Cristalix,75,300,Personal Care > Face Wash,"gluten,milk",9546887305889,2022-10-23
UK-02088,Oralix Liquid Laundry Detergent,Oralix,100,250,Household > Laundry,eggs,2926625478001,2021-09-04
UK-02089,Frostine Liquid Laundry Detergent,Frostine,50,75,Household > Laundry,"fish,eggs",5970001900737,2023-10-28
UK-02090,Verdant Fabric Softener,Verdant,300,400,Household > Laundry,peanuts,7436939089411,2020-05-12
UK-02091,Alteva Colour Protect Shampoo,Alteva,250,300,Personal Care > Shampoo,"eggs,sesame,soy",2130542842511,2019-03-01
UK-02092,DUMMY-Gleam Colour Protect Shampoo,Gleam,50,150,Personal Care > Shampoo,"gluten,peanuts",0942941259799,2018-05-29
UK-02093,Krisol Mixed Nuts Blend,Krisol,100,150,Food & Beverage > Snacks,"sesame,shellfish,fish,soy",6606289513404,2020-05-20
UK-02094,Velaris Eco Dish Liquid,Velaris,500,150,Household > Dishwash,"shellfish,peanuts,sesame,tree nuts",3081836329395,2023-01-08
UK-02095,Kaleo Salted Crackers,Kaleo,300,300,Food & Beverage > Snacks,sesame,2071548185137,2020-07-03
UK-02096,Velaris Hydrating Shampoo,Velaris,500,300,Personal Care > Shampoo,,5776771928892,2019-07-07
UK-02097,Oralix Refreshing Shower Gel,Oralix,100,500,Personal Care > Body Wash,"tree nuts,shellfish,peanuts",0589230360677,2023-06-26
UK-02098,Glova Laundry Capsules,Glova,750,100,Household > Laundry,"gluten,shellfish",2655713649671,2020-11-25
UK-02099,Solven Granola Bar,Solven,200,250,Food & Beverage > Snacks,shellfish,5257448825268,2018-07-18
UK-02100,Alteva Salted Crackers,Alteva,250,75,Food & Beverage > Snacks,,1567338515761,2021-03-20
UK-02101,Solaris Rice Cakes,Solaris,50,250,Food & Beverage > Snacks,,6809838319346,2022-11-13
UK-02102,Kaleo 24hr Roll-On Deodorant,Kaleo,400,250,Personal Care > Deodorant,"fish,milk,soy,tree nuts",4563338923497,2022-01-12
UK-02103,Arovia Repair Conditioner,Arovia,250,400,Personal Care > Conditioner,,5155782638806,2020-04-09
UK-02104,Solvix Repair Conditioner,Solvix,100,400,Personal Care > Conditioner,,6186286974762,2020-01-07
UK-02105,Luminos Exfoliating Face Scrub,Luminos,150,500,Personal Care > Face Wash,"peanuts,shellfish",8726819319226,2021-02-23
UK-02106,Nuarix Volumising Shampoo,Nuarix,150,100,Personal Care > Shampoo,"milk,fish,wheat,shellfish",3941854554189,2019-11-04
UK-02107,Alteva Whitening Deodorant,Alteva,150,75,Personal Care > Deodorant,"milk,gluten",3563032826736,2021-08-29
UK-02108,Lumeva Mustard Sauce,Lumeva,50,200,Food & Beverage > Condiments,"gluten,sesame,fish",5716896213251,2018-09-02
UK-02109,Kaleo Laundry Capsules,Kaleo,500,300,Household > Laundry,"tree nuts,fish,peanuts,gluten",3476088230924,2022-01-20
UK-02110,Kaleo Laundry Capsules,Kaleo,500,200,Household > Laundry,"shellfish,soy,fish",3163308460178,2019-10-08
UK-02111,Brightway Rice Cakes,Brightway,500,50,Food & Beverage > Snacks,soy,6490847491163,2020-09-08
UK-02112,Solvix Night Cream,Solvix,50,150,Personal Care > Moisturiser,,0166366228455,2021-07-27
UK-02113,Elaris Daily Moisturiser,Elaris,50,500,Personal Care > Moisturiser,"shellfish,fish",2295110848613,2018-05-30
UK-02114,Tolvex Foaming Hand Wash,Tolvex,50,50,Personal Care > Hand Wash,fish,0469017495382,2019-03-10
UK-02115,Tresol Rice Cakes,Tresol,200,200,Food & Beverage > Snacks,,0667884573213,2022-10-30
UK-02116,Kaleo 24hr Roll-On Deodorant,Kaleo,1000,200,Personal Care > Deodorant,soy,8935440711075,2019-12-04
UK-02117,Vivara Eco Dish Liquid,Vivara,50,100,Household > Dishwash,milk,5066714853337,2019-05-15
UK-02118,Verdant Multi-Surface Spray,Verdant,400,250,Household > Surface Cleaner,"peanuts,eggs",2982492202880,2018-10-23
UK-02119,Oralix 48hr Spray Deodorant,Oralix,500,250,Personal Care > Deodorant,eggs,7680126962500,2021-09-03
UK-02120,Tolvex Deep Clean Body Wash,Tolvex,150,100,Personal Care > Body Wash,"gluten,eggs",3943032502746,2022-06-16
UK-02121,Luxara Leave-In Conditioner,Luxara,150,500,Personal Care > Conditioner,"peanuts,milk",3765439994289,2021-12-30
UK-02122,Luminos Oat Protein Bar,Luminos,150,150,Food & Beverage > Snacks,,8641486329081,2021-07-31
UK-02123,Oralix Nourishing Body Cleanser,Oralix,200,500,Personal Care > Body Wash,"eggs,tree nuts,milk",5182377210901,2023-06-03
UK-02124,Verdant SPF Moisturiser,Verdant,400,150,Personal Care > Moisturiser,"eggs,gluten,shellfish,milk",7400345688483,2022-06-11
UK-02125,Krisol Sensitive Deodorant,Krisol,150,400,Personal Care > Deodorant,"peanuts,fish",6607236604749,2019-03-01
UK-02126,Luxara Deep Conditioner,Luxara,75,500,Personal Care > Conditioner,,3689382528943,2018-01-20
UK-02127,Frosten Night Cream,Frosten,150,250,Personal Care > Moisturiser,,6026957752667,2021-04-01
UK-02128,Aurova Liquid Laundry Detergent,Aurova,1000,75,Household > Laundry,"soy,fish,shellfish",8175248135370,2022-04-28
UK-02129,Lumeva Night Cream,Lumeva,500,150,Personal Care > Moisturiser,"soy,milk,gluten,peanuts",5395260885326,2023-04-01
UK-02130,Hevara Brightening Face Wash,Hevara,50,75,Personal Care > Face Wash,,4997475473773,2018-06-01
UK-02131,Lumeva Lightweight Lotion,Lumeva,50,300,Personal Care > Moisturiser,"sesame,eggs,peanuts",5659773961039,2020-10-24
UK-02132,Velaris Nourishing Body Cleanser,Velaris,150,300,Personal Care > Body Wash,"gluten,eggs,milk,peanuts",0417569430726,2019-03-03
UK-02133,Polvera Vinegar Dressing,Polvera,500,400,Food & Beverage > Condiments,"eggs,fish,gluten",6587236341106,2020-12-16
UK-02134,Orinum Fabric Softener,Orinum,500,300,Household > Laundry,"eggs,wheat,fish",5728182912786,2023-12-28
UK-02135,Gleam Fabric Softener,Gleam,100,200,Household > Laundry,"gluten,eggs,fish,milk",8415855373049,2020-05-28
UK-02136,Aurova Glass Cleaner,Aurova,75,500,Household > Surface Cleaner,"tree nuts,fish",7071694481447,2018-01-10
UK-02137,Tolvex Moisturising Body Wash,Tolvex,200,50,Personal Care > Body Wash,"tree nuts,fish,milk",2310640797290,2022-08-11
UK-02138,Kaleo Laundry Powder,Kaleo,500,500,Household > Laundry,"peanuts,wheat",7344979925197,2023-05-22
UK-02139,Purelix Mixed Nuts Blend,Purelix,300,250,Food & Beverage > Snacks,"shellfish,tree nuts",8783710539252,2018-08-14
UK-02140,Cryston Foaming Hand Wash,Cryston,75,500,Personal Care > Hand Wash,"soy,fish",0174304025608,2018-07-11
UK-02141,Serafix Daily Moisturiser,Serafix,75,300,Personal Care > Moisturiser,"shellfish,gluten,tree nuts",2707127971760,2020-05-22
UK-02142,Zephyr Granola Bar,Zephyr,300,200,Food & Beverage > Snacks,shellfish,2990438817678,2022-06-17
UK-02143,Orinum Leave-In Conditioner,Orinum,50,100,Personal Care > Conditioner,"peanuts,soy",1639158464724,2021-10-06
UK-02144,Elaris Antibacterial Hand Wash,Elaris,300,400,Personal Care > Hand Wash,"wheat,milk,soy,shellfish",9061550261342,2018-05-01
UK-02145,Velaris Oat Protein Bar,Velaris,150,75,Food & Beverage > Snacks,wheat,0667665405320,2021-02-11
UK-02146,Nuarix Deep Conditioner,Nuarix,300,200,Personal Care > Conditioner,tree nuts,3286178058136,2023-10-29
UK-02147,Orinum Nourishing Body Cleanser,Orinum,150,100,Personal Care > Body Wash,,3678864555263,2019-03-28
UK-02148,Luminos 24hr Roll-On Deodorant,Luminos,400,50,Personal Care > Deodorant,"tree nuts,shellfish",0529508687440,2019-01-15
UK-02149,Qualis Leave-In Conditioner,Qualis,1000,500,Personal Care > Conditioner,"fish,wheat,tree nuts,peanuts",6926356006258,2021-11-17
UK-02150,Helix Anti-Dandruff Shampoo,Helix,400,400,Personal Care > Shampoo,"eggs,soy",7849531273445,2021-10-01
UK-02151,Polvera Liquid Laundry Detergent,Polvera,75,400,Household > Laundry,"wheat,eggs,soy",4616461526537,2019-09-12
UK-02152,Solvix Leave-In Conditioner,Solvix,200,400,Personal Care > Conditioner,,8101481297193,2021-01-21
UK-02153,Aevum Sensitive Skin Body Wash,Aevum,1000,200,Personal Care > Body Wash,shellfish,4812681793005,2023-11-05
UK-02154,Primus Nourishing Body Cleanser,Primus,500,50,Personal Care > Body Wash,"sesame,milk",8140334050813,2018-07-17
UK-02155,Hevara Sensitive Deodorant,Hevara,150,250,Personal Care > Deodorant,"fish,milk,wheat,sesame",3116694602127,2021-04-05
UK-02156,Sovara Foaming Hand Wash,Sovara,200,100,Personal Care > Hand Wash,"eggs,wheat,tree nuts,peanuts",8362074988496,2021-08-07
UK-02157,Kaleo Dish Liquid,Kaleo,300,50,Household > Dishwash,"wheat,milk,soy,eggs",1465657166575,2023-09-30
UK-02158,Aurova Tomato Ketchup,Aurova,50,200,Food & Beverage > Condiments,"gluten,tree nuts,milk,wheat",3896416450860,2019-08-14
UK-02159,Toreva Oat Protein Bar,Toreva,150,100,Food & Beverage > Snacks,soy,0724876412612,2020-06-10
UK-02160,Vivara Vinegar Dressing,Vivara,250,400,Food & Beverage > Condiments,"tree nuts,sesame",6180583934085,2020-06-17
UK-02161,Teraxis Sport Deodorant,Teraxis,200,100,Personal Care > Deodorant,"sesame,gluten,tree nuts",9881920696563,2020-03-14
UK-02162,Polvera Repair Conditioner,Polvera,750,300,Personal Care > Conditioner,shellfish,6223683127534,2020-11-07
UK-02163,Aurova Colour Protect Shampoo,Aurova,750,250,Personal Care > Shampoo,"shellfish,sesame",0228017710624,2021-04-28
UK-02164,Tresol 24hr Roll-On Deodorant,Tresol,300,200,Personal Care > Deodorant,"shellfish,soy",5341439103234,2019-05-22
02165,Polvera Laundry Capsules,Polvera,300,400,Household > Laundry,"milk,fish,sesame,tree nuts",7477201104081,2020-08-01
UK-02166,Cristalix Fabric Softener,Cristalix,400,500,Household > Laundry,fish,0187779533424,2019-06-30
UK-02167,Frosten 48hr Spray Deodorant,Frosten,150,100,Personal Care > Deodorant,peanuts,2577727745753,2018-07-16
UK-02168,Polvera Deep Conditioner,Polvera,500,500,Personal Care > Conditioner,"wheat,eggs",1484603638393,2022-06-11
UK-02169,XXX-Solaris Oat Protein Bar,Solaris,500,500,Food & Beverage > Snacks,"wheat,milk",4759835894778,2018-08-18
UK-02170,Nuarix Aloe Hand Wash,Nuarix,150,100,Personal Care > Hand Wash,"tree nuts,soy,wheat,gluten",0254616794673,2023-01-27
UK-02171,Alteva Liquid Laundry Detergent,Alteva,750,500,Household > Laundry,"soy,fish,eggs",3959459211857,2022-11-30
UK-02172,Teraxis Leave-In Conditioner,Teraxis,250,50,Personal Care > Conditioner,,9473779626381,2022-04-02
UK-02173,Arovia Sport Deodorant,Arovia,750,400,Personal Care > Deodorant,"gluten,eggs,shellfish",8220081001426,2023-08-29
UK-02174,Aevum Foaming Hand Wash,Aevum,50,300,Personal Care > Hand Wash,tree nuts,1575951490969,2022-12-29
UK-02175,Polvera Hydrating Shampoo,Polvera,500,50,Personal Care > Shampoo,,4587242274964,2022-10-01
UK-02176,Lumeva 48hr Spray Deodorant,Lumeva,200,500,Personal Care > Deodorant,milk,5171972512343,2020-04-22
UK-02177,Plexum Brightening Face Wash,Plexum,300,400,Personal Care > Face Wash,"shellfish,gluten",7734265875037,2018-10-13
UK-02178,Hevara Nourishing Body Cleanser,Hevara,1000,400,Personal Care > Body Wash,"eggs,peanuts,milk,soy",7128061990740,2022-06-04
UK-02179,Aevum Foaming Hand Wash,Aevum,400,200,Personal Care > Hand Wash,"wheat,eggs,shellfish",1243566830325,2021-11-27
UK-02180,Clarity Exfoliating Face Scrub,Clarity,250,100,Personal Care > Face Wash,"tree nuts,sesame",7673507810729,2023-11-11
UK-02181,Gleam Mixed Nuts Blend,Gleam,750,200,Food & Beverage > Snacks,"fish,peanuts,gluten",1261499363192,2022-06-06
UK-02182,Qualis Volumising Conditioner,Qualis,300,200,Personal Care > Conditioner,"soy,milk",9519566300635,2022-05-17
UK-02183,Oralix Deep Conditioner,Oralix,250,75,Personal Care > Conditioner,"peanuts,milk,shellfish",8704811353738,2022-08-30
UK-02184,Velaris 48hr Spray Deodorant,Velaris,1000,100,Personal Care > Deodorant,"tree nuts,sesame,fish,soy",7705548990716,2020-01-17
UK-02185,Aevum Oat Protein Bar,Aevum,300,75,Food & Beverage > Snacks,"peanuts,sesame",2700293313266,2023-09-18
UK-02186,Velaris Dishwasher Tablets,Velaris,200,300,Household > Dishwash,,2136884157719,2019-07-09
UK-02187,Purevex Oat Protein Bar,Purevex,500,200,Food & Beverage > Snacks,tree nuts,1956176558922,2019-09-28
UK-02188,Vivara Brightening Face Wash,Vivara,100,500,Personal Care > Face Wash,"sesame,shellfish",0630228293351,2019-08-12
UK-02189,Alteva Laundry Capsules,Alteva,750,400,Household > Laundry,,5359647268478,2020-12-25
UK-02190,Solvix Fragrance-Free Hand Wash,Solvix,250,250,Personal Care > Hand Wash,,7283101850887,2018-07-21
UK-02191,Toreva Laundry Capsules,Toreva,300,200,Household > Laundry,"milk,tree nuts",8105801088676,2023-07-08
UK-02192,Solaris SPF Moisturiser,Solaris,300,75,Personal Care > Moisturiser,"soy,shellfish,fish,gluten",3646533347747,2022-07-31
UK-02193,Velaris Oil Control Face Wash,Velaris,750,100,Personal Care > Face Wash,fish,2819150237437,2023-08-05
UK-02194,Toreva Brightening Face Wash,Toreva,50,250,Personal Care > Face Wash,eggs,9405047260973,2022-10-16
UK-02195,Purevex Smooth & Shine Conditioner,Purevex,200,250,Personal Care > Conditioner,"shellfish,gluten,soy,sesame",6098591981741,2023-06-09
UK-02196,Motivo Mixed Nuts Blend,Motivo,300,250,Food & Beverage > Snacks,gluten,7885874895579,2019-04-23
UK-02197,XXX-Teraxis Gentle Face Wash,Teraxis,750,500,Personal Care > Face Wash,"peanuts,gluten",9616395257472,2023-05-07
UK-02198,Cristalix Bathroom Cleaner,Cristalix,400,100,Household > Surface Cleaner,,2384877561917,2023-10-28
UK-02199,Vivara Bathroom Cleaner,Vivara,400,500,Household > Surface Cleaner,wheat,2900059054512,2022-11-30
UK-02200,Toreva Exfoliating Face Scrub,Toreva,500,250,Personal Care > Face Wash,"milk,tree nuts",9193442462718,2019-07-06
UK-02201,Plexum Hydrating Face Wash,Plexum,150,50,Personal Care > Face Wash,"tree nuts,soy,sesame",5359759809620,2023-08-26
UK-02202,Aevum Deep Conditioner,Aevum,300,50,Personal Care > Conditioner,"shellfish,sesame,gluten,fish",5788273763093,2023-04-05
UK-02203,Frosten Kitchen Cleaner,Frosten,1000,500,Household > Surface Cleaner,fish,6609797855004,2021-04-12
UK-02204,Polvera SPF Moisturiser,Polvera,50,400,Personal Care > Moisturiser,gluten,6290107932265,2021-12-27
UK-02205,Alteva Volumising Conditioner,Alteva,100,250,Personal Care > Conditioner,"fish,soy",0594156711779,2021-08-01
UK-02206,Luxara Hydrating Face Wash,Luxara,400,100,Personal Care > Face Wash,"tree nuts,sesame",1987088407558,2020-04-01
UK-02207,Zephyr Oat Protein Bar,Zephyr,250,150,Food & Beverage > Snacks,"tree nuts,shellfish,wheat",6839507051307,2022-08-02
UK-02208,Orinum Heavy Duty Dish Soap,Orinum,100,75,Household > Dishwash,sesame,1568387027854,2020-07-08
UK-02209,Luxara Disinfectant Spray,Luxara,100,75,Household > Surface Cleaner,"gluten,wheat",4137173063900,2023-12-08
UK-02210,Aurova Whitening Deodorant,Aurova,50,300,Personal Care > Deodorant,"peanuts,sesame,soy,fish",6816723866564,2018-07-08
UK-02211,Velaris Foaming Hand Wash,Velaris,250,250,Personal Care > Hand Wash,"tree nuts,shellfish,soy,gluten",5410577250404,2020-01-03
UK-02212,Gleam Whitening Deodorant,Gleam,750,500,Personal Care > Deodorant,"eggs,milk,tree nuts,fish",5872357845727,2018-07-10
UK-02213,Brightway Liquid Laundry Detergent,Brightway,200,75,Household > Laundry,,4150749316606,2023-11-13
UK-02214,Sovara Tomato Ketchup,Sovara,1000,75,Food & Beverage > Condiments,,5566134047502,2018-06-22
UK-02215,Qualis Nourishing Body Cleanser,Qualis,500,200,Personal Care > Body Wash,,8922706990640,2021-06-14
UK-02216,Qualis Dishwasher Tablets,Qualis,300,250,Household > Dishwash,"milk,soy,fish,eggs",8364722455817,2023-06-08
UK-02217,Glicen Sensitive Skin Body Wash,Glicen,150,150,Personal Care > Body Wash,"eggs,peanuts",2449663900049,2022-01-02
UK-02218,Hevara Hydrating Face Wash,Hevara,500,50,Personal Care > Face Wash,"sesame,gluten",6725140961700,2023-08-19
UK-02219,Purevex Kitchen Cleaner,Purevex,400,50,Household > Surface Cleaner,"sesame,eggs,fish,soy",8813038469129,2019-01-28
UK-02220,Solven 24hr Roll-On Deodorant,Solven,300,200,Personal Care > Deodorant,"peanuts,fish",6257312536121,2022-12-13
UK-02221,Primus Aloe Hand Wash,Primus,400,300,Personal Care > Hand Wash,wheat,9579474508097,2023-09-02
UK-02222,Glova Heavy Duty Dish Soap,Glova,400,150,Household > Dishwash,eggs,5716042614475,2018-12-25
UK-02223,Vanta Fragrance-Free Hand Wash,Vanta,200,200,Personal Care > Hand Wash,,5264458296940,2022-02-20
UK-02224,Polvera Daily Moisturiser,Polvera,1000,75,Personal Care > Moisturiser,shellfish,8049876209386,2020-02-27
UK-02225,Aevum Kitchen Cleaner,Aevum,300,250,Household > Surface Cleaner,peanuts,2760741464407,2019-11-29
UK-02226,Serafix Antibacterial Hand Wash,Serafix,250,150,Personal Care > Hand Wash,"wheat,tree nuts",5561832621382,2020-11-13
UK-02227,Zenpur Anti-Dandruff Shampoo,Zenpur,75,50,Personal Care > Shampoo,"tree nuts,peanuts,wheat,fish",5275056880844,2023-11-23
UK-02228,Orinum Deep Conditioner,Orinum,100,400,Personal Care > Conditioner,,2633402937810,2020-10-13
UK-02229,Velaris Volumising Conditioner,Velaris,100,400,Personal Care > Conditioner,soy,2627767469581,2023-09-15
UK-02230,XXX-Teraxis Colour Protect Shampoo,Teraxis,200,300,Personal Care > Shampoo,"shellfish,gluten,peanuts,sesame",2944993136750,2023-07-21
UK-02231,Purelix Volumising Conditioner,Purelix,500,200,Personal Care > Conditioner,"milk,tree nuts,soy,shellfish",6783203161313,2023-06-05
UK-02232,Zephyr Disinfectant Spray,Zephyr,250,150,Household > Surface Cleaner,"milk,soy",8833315180165,2022-07-08
UK-02233,Zephyr Lightweight Lotion,Zephyr,100,150,Personal Care > Moisturiser,"wheat,sesame,milk",1938895311545,2020-09-14
UK-02234,Novix Heavy Duty Dish Soap,Novix,75,250,Household > Dishwash,"soy,peanuts,eggs",5910660862366,2021-12-17
UK-02235,Cladis Nourishing Body Cleanser,Cladis,50,100,Personal Care > Body Wash,"wheat,gluten,peanuts",7892251826132,2021-10-13
UK-02236,Tresol Deep Clean Body Wash,Tresol,75,50,Personal Care > Body Wash,"peanuts,milk,eggs,wheat",7997062981091,2023-05-11
UK-02237,Kaleo Mustard Sauce,Kaleo,300,500,Food & Beverage > Condiments,"fish,tree nuts,milk",8368168214076,2020-07-14
UK-02238,Oralix Kitchen Cleaner,Oralix,500,400,Household > Surface Cleaner,,4390390920054,2022-05-22
UK-02239,Vanta Volumising Conditioner,Vanta,400,50,Personal Care > Conditioner,peanuts,7485798889212,2020-08-04
UK-02240,Plexum Volumising Conditioner,Plexum,500,75,Personal Care > Conditioner,"wheat,gluten",9322972540140,2020-10-16
UK-02241,Solaris Fabric Softener,Solaris,250,200,Household > Laundry,eggs,8864594780074,2019-12-13
UK-02242,Krisol Granola Bar,Krisol,300,150,Food & Beverage > Snacks,"fish,sesame,soy",7555045838758,2018-06-08
UK-02243,Tolvex Deep Clean Body Wash,Tolvex,400,50,Personal Care > Body Wash,"gluten,milk,soy,sesame",7211359804338,2020-08-26
UK-02244,Solvix Anti-Dandruff Shampoo,Solvix,300,300,Personal Care > Shampoo,"milk,eggs",0146019335204,2022-11-16
UK-02245,Motivo Leave-In Conditioner,Motivo,50,150,Personal Care > Conditioner,,6426633161408,2019-10-02
UK-02246,Zephyr Gentle Face Wash,Zephyr,75,400,Personal Care > Face Wash,,7199457405193,2022-01-22
UK-02247,Purevex Sensitive Skin Body Wash,Purevex,750,50,Personal Care > Body Wash,,5673526359515,2023-04-17
UK-02248,Vivara Moisturising Hand Wash,Vivara,100,200,Personal Care > Hand Wash,,3022867106654,2022-10-01
UK-02249,Elaris Refreshing Shower Gel,Elaris,750,100,Personal Care > Body Wash,tree nuts,7774149057173,2021-10-12
UK-02250,Tresol Oil Control Face Wash,Tresol,400,400,Personal Care > Face Wash,"wheat,fish",1587898916839,2019-02-09
UK-02251,Toreva Multi-Surface Spray,Toreva,75,75,Household > Surface Cleaner,,4241248454675,2020-06-07
02252,Orinum Volumising Shampoo,Orinum,75,400,Personal Care > Shampoo,"eggs,milk",6695450857034,2020-11-07
UK-02253,Gleam Moisturising Body Wash,Gleam,75,400,Personal Care > Body Wash,"eggs,shellfish,milk",6130112738318,2023-11-10
UK-02254,Cryston Tomato Ketchup,Cryston,100,50,Food & Beverage > Condiments,tree nuts,7965640019153,2021-04-05
UK-02255,Glicen Volumising Conditioner,Glicen,50,400,Personal Care > Conditioner,"wheat,peanuts,eggs,milk",6434241147547,2022-06-10
UK-02256,Nuvelo Moisturising Hand Wash,Nuvelo,500,100,Personal Care > Hand Wash,soy,0642116846037,2023-10-25
UK-02257,Solven Rinse Aid,Solven,1000,250,Household > Dishwash,"wheat,soy,peanuts,tree nuts",6652174645330,2019-02-08
UK-02258,Frosten Fragrance-Free Hand Wash,Frosten,250,50,Personal Care > Hand Wash,"milk,tree nuts,peanuts",1137134631073,2018-07-06
UK-02259,Novix Hot Chilli Sauce,Novix,300,250,Food & Beverage > Condiments,"fish,milk,eggs",8830415447471,2020-09-11
UK-02260,Nuarix Brightening Face Wash,Nuarix,150,250,Personal Care > Face Wash,"shellfish,soy,fish,gluten",9701685253170,2021-08-02
UK-02261,Zephyr Nourishing Body Cleanser,Zephyr,750,150,Personal Care > Body Wash,"milk,eggs,sesame",8596897409528,2018-03-29
UK-02262,Vanta Sport Deodorant,Vanta,750,250,Personal Care > Deodorant,"gluten,wheat,eggs",8472668063994,2019-12-06
UK-02263,Sovara Daily Moisturiser,Sovara,1000,75,Personal Care > Moisturiser,,9540627890888,2018-08-09
UK-02264,Serafix Aloe Hand Wash,Serafix,75,75,Personal Care > Hand Wash,eggs,7959282233121,2021-09-10
UK-02265,Solaris Foaming Hand Wash,Solaris,100,250,Personal Care > Hand Wash,,3856162714135,2021-02-17
UK-02266,Gleam Volumising Conditioner,Gleam,400,150,Personal Care > Conditioner,soy,5737421420944,2020-01-29
UK-02267,Aevum Deep Clean Body Wash,Aevum,150,400,Personal Care > Body Wash,"eggs,tree nuts",8719942505925,2021-09-13
02268,Arovia Gentle Face Wash,Arovia,750,250,Personal Care > Face Wash,"sesame,shellfish",7993642737959,2023-02-02
UK-02269,Alteva Leave-In Conditioner,Alteva,1000,75,Personal Care > Conditioner,"eggs,wheat,sesame",1351113301072,2021-09-06
UK-02270,Krisol Brightening Face Wash,Krisol,1000,50,Personal Care > Face Wash,peanuts,6948412322232,2019-11-28
UK-02271,Velaris Sensitive Skin Body Wash,Velaris,150,500,Personal Care > Body Wash,"shellfish,milk",9439137085870,2023-10-28
UK-02272,Lumeva Exfoliating Face Scrub,Lumeva,100,75,Personal Care > Face Wash,eggs,6822608099378,2018-10-04
UK-02273,Lumeva 24hr Roll-On Deodorant,Lumeva,150,75,Personal Care > Deodorant,"sesame,peanuts,gluten",9883803747386,2019-05-21
UK-02274,Aurova Volumising Shampoo,Aurova,400,50,Personal Care > Shampoo,"gluten,peanuts",6245540770059,2020-08-10
UK-02275,Gleam Sport Deodorant,Gleam,500,500,Personal Care > Deodorant,soy,4811808293855,2018-08-26
UK-02276,Nuvelo Smooth & Shine Conditioner,Nuvelo,400,400,Personal Care > Conditioner,"sesame,wheat,tree nuts,peanuts",7537156415332,2018-05-17
UK-02277,Motivo Multi-Surface Spray,Motivo,300,300,Household > Surface Cleaner,"milk,fish,soy",3119161195535,2018-04-15
UK-02278,Solaris Dishwasher Tablets,Solaris,150,75,Household > Dishwash,peanuts,0377917037932,2018-04-23
UK-02279,Novix Antibacterial Hand Wash,Novix,750,100,Personal Care > Hand Wash,,0458207216241,2023-01-13
UK-02280,Tresol Granola Bar,Tresol,200,300,Food & Beverage > Snacks,"peanuts,shellfish,soy,eggs",5506529905369,2022-12-12
UK-02281,Tresol Dish Liquid,Tresol,50,400,Household > Dishwash,milk,9578903550812,2022-08-25
UK-02282,Nuvelo Fabric Softener,Nuvelo,250,300,Household > Laundry,"shellfish,sesame",1744205405152,2021-08-27
UK-02283,Nuvelo Foaming Hand Wash,Nuvelo,50,100,Personal Care > Hand Wash,,1675993001342,2018-11-18
UK-02284,Zenpur Daily Moisturiser,Zenpur,1000,500,Personal Care > Moisturiser,,6709144654844,2018-01-23
UK-02285,Vanta Moisturising Body Wash,Vanta,200,50,Personal Care > Body Wash,,4645497683488,2022-12-11
UK-02286,Vivara 48hr Spray Deodorant,Vivara,300,50,Personal Care > Deodorant,"sesame,wheat",4662576013806,2023-04-12
UK-02287,Tolvex Rinse Aid,Tolvex,75,75,Household > Dishwash,"eggs,wheat,gluten,fish",6525081595909,2021-06-16
